County	Alabama	Mobile County		Mobile County Treasury Emergency Rental and Utility Assistance	Due to the COVID-19 pandemic, many Mobile County families are struggling to make ends meet. To assist during these hard times, Mobile County will launch the Emergency Rental Assistance (ERA) Program to aid eligible households in need of rental and utility assistance.	https://www.mobilecountyal.gov/grants/rental-and-utility-assistance/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified	Eviction Notice, Past Due Rent, unsafe housing	Unknown		Yes	5	Mobile County	City/County Department - Unspecified	$12,376,572.40	ERA Program - Treasury	Both	Both	15 months				Self-Attestation Permitted	Housing Instability	Yes	Tenants with need for rental assistance	Other	Yes		Electricity, gas, water and sewer, trash removal, and energy costs	No		https://www.fox10tv.com/news/mobile_county/mobile-county-to-provide-12-3-million-in-emergency-rental-assistance-to-residents-in-need/article_615e71b6-72d1-11eb-9f17-679aae67282f.html			3/1/2021	Mobile County, Alabama	30.6082227, -88.24611829999999
County	Alabama	Tuscaloosa County		Tuscaloosa County Emergency Rental Assistance Program	Tuscaloosa County Emergency Rental Assistance Program (TCERAP) is here to help. COVID-19 has affected residents across the state. We have emergency funds available to help Tuscaloosa County residents pay rent and utility bills (including past due rent and utilities).	https://www.tuscco.com/erap/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified, Government issued ID; past due utility bills (if requested)	Eviction Notice, Past Due Rent, Unsafe or unhealthy housing conditions	No	W-9/Payee Information	Yes	21 days	Tuscaloosa County	City/County Department - Unspecified	$6,270,654.90	ERA Program - Treasury	Both	Both	15 months	12 months			Self-Attestation Permitted	Income Non-Traditional	Yes		First-come first-served	Yes		electricity, gas, water and sewer, trash removal, and energy costs	Yes	Internet				7/14/2021	Tuscaloosa County, Alabama	33.3227653, -87.460397
Tribal Government	Alabama		Mowa Choctaw Housing Authority	Mowa Choctaw Emergency Rental Assistance	 MoWa Choctaw Housing Authority is a tribally designated housing entity established to access, construct, and manage housing for tribal members. The Mowa Choctaw Housing Authority operates and maintains an affordable, safe, and decent rental housing and home ownership program within the counties of Mobile and Washington.  MCHA staff is available to assist with completing an application in our office in Mt. Vernon, AL.	https://mowachoctawhousingauthority.com/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified		Unknown		Yes		Mowa Choctaw Housing Authority	Housing/Development/Finance Authority/Corporation	$2,914,915.09	ERA Program - Treasury	Both	Both	15 months	12 months			Unknown		Unknown		Unknown	Yes		utility and home energy costs	Unknown		https://mowachoctawhousingauthority.com/wp-content/uploads/2021/04/Emergency-Rental-Assistance-Information.jpg			4/23/2021	Mowa Choctaw Housing Authority	31.146051, -88.05881
State	Alaska			Alaska Housing Relief	Are you struggling with rent and utility payments? Alaska Housing Rent Relief provides up to 12 months of rent and/or utility relief ​​​​​​to eligible Alaskans unable to pay rent and utilities due to the COVID-19 pandemic. Even if you've received rent relief from AHFC in the past, you can apply to this new program! The Alaska Housing Rent Relief application period ​opens on February 16th.	https://www.alaskahousingrelief.org/	State of Alaska, Anchorage, Alatna Tribal Council, Aleut Community of St. Paul Island, Arctic Village, Asa'carsarmiut Tribal Council, Association of Village Council Presidents (AVCP) Regional Housing Authority, Baranof Island Housing Authority (Sitka Tribe of Alaska), Chickaloon Native Village, Cook Inlet Housing Authority, Eklutna Native Village, Hoonah Indian Association, Iliamna Village Council, Ketchikan Indian Corporation, Knik Tribal Council, Kodiak Island Housing Authority, Metlakatla Housing Authority, Native Village of Barrow, Native Village of Eyak, Native Village of Fort Yukon, Native Village of Kotzebue, Native Village of Kwinhagak, Native Village of Point Hope, Native Village of Unalakleet, Newhalen Village, Ninilchik Village, North Pacific Rim Housing Authority, Northwest Inupiat Housing Authority, Nulato Village, Orutsararmiut Traditional Native Council, Sleetmute Traditional Council, Taġiuġmiullu Nunamiullu Housing Authority, Tlingit Haida Regional Housing Authority, Venetie Village Council, Village of Aniak.	80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified, Government-issued ID		Yes	W-9/Payee Information, Eviction Restrictions During Covered Period	No		Alaska Housing Finance Corporation	Housing/Development/Finance Authority/Corporation	$285,893,986.27	ERA Program - Treasury	Tenant	Both	12 months				Self-Attestation NOT Permitted		Yes		Lottery	Yes	12 months	Electricity, Natural gas, Trash removal, Water/sewer, Home-heating fuel or oil, Propane, Firewood, Woodstove pellets	No		https://www.alaskahousingrelief.org/renters	https://www.alaskahousingrelief.org/	https://www.adn.com/alaska-news/anchorage/2021/02/09/anchorage-renters-can-soon-apply-for-up-to-12-months-of-pandemic-financial-help/	2/16/2021	Alaska	64.2008413, -149.4936733
Tribal Government	Alaska		Aleutian Housing Authority	Aleutian Housing Authority Emergency Rental Assistance Programs	The Aleutian Housing Authority (AHA) was allocated over $3 million from the U.S. Department of Treasury for the implementation of the Emergency Rental Assistance (ERA) program on behalf of our partner Tribes. The ERA program provides up to 12 months of financial assistance to eligible tribal and other AI/AN households residing in the Aleutian and Pribilof Islands region.	http://ahaak.org/Emergency-Rental-Assistance.html		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified	Eviction Notice, Past Due Rent, Past due utility, living in overcrowded conditions, delying purchase of essential goods/service to pay for rent, relying on credit cards or payday lenders to pay for rent, depleting savings to pay for rent	Unknown	W-9/Payee Information	No		Aleutian Housing Authority	Housing/Development/Finance Authority/Corporation	$3,386,953.26	ERA Program - Treasury	Tenant	Both	12 months				Unknown		Yes		Other	Yes	12 months		Yes	Relocation Expenses, Late Fees, Internet, Uncategorized Housing Expenses	http://ahaak.org/Emergency-Rental-Assistance.html	http://ahaak.org/ERAP_Application_Package_-Fillable.pdf		6/21/2021	Aleutian Housing Authority	61.191806, -149.87513
Tribal Government	Alaska		Bering Straits Regional Housing Authority	Bering Straits Regional Housing Authority Emergency Rental Assistance Program	BSRHA was allocated over $8 Million from the U.S. Department of Treasury for the implementation of the Emergency Rental Assistance (ERA) program on behalf of our partner Tribes. The ERA program provides up to 12 months of financial assistance to eligible tribal and other AI/AN households residing in the Bering Straits region.	https://www.bsrha.org/emergency-rental-assitance		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified	Eviction Notice, Past Due Rent, Past due utility, living in overcrowded conditions, delying purchase of essential goods/service to pay for rent, relying on credit cards or payday lenders to pay for rent, depleting savings to pay for rent	Unknown	W-9/Payee Information	Unknown		Bering Straits Regional Housing Authority	Housing/Development/Finance Authority/Corporation	$8,040,729.02	ERA Program - Treasury	Tenant	Both	12 months				Unknown		Yes	Tribal members	Other	Yes	12 months		Yes	Relocation Expenses, Late Fees, Internet, Uncategorized Housing Expenses	https://www.bsrha.org/emergency-rental-assitance	https://fd073ef3-793b-40b2-9913-220ba261ec72.filesusr.com/ugd/5b5c80_00997d7430844e0b83f040bd020acb6d.pdf		6/21/2021	Bering Straits Regional Housing Authority	64.4942061, -165.3842181
Tribal Government	Alaska		Bristol Bay Housing Authority	Bristol Bay Housing Authority Emergency Rental Assistance Program	Bristol Bay Housing Authority can provide up to 12 months of rent and/or utility relief to eligible Alaskans that reside in the Bristol Bay region due to the COVID-19 pandemic.	https://www.bristolbayhousingauthority.org/forms-copy		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified	Eviction Notice, Past Due Rent, Past due utility, living in overcrowded conditions, delying purchase of essential goods/service to pay for rent, relying on credit cards or payday lenders to pay for rent, depleting savings to pay for rent	Yes	W-9/Payee Information	No		Bristol Bay Housing Authority	Housing/Development/Finance Authority/Corporation	$5,890,845.86	ERA Program - Treasury	Tenant	Both	15 months	12 months			Self-Attestation NOT Permitted		Yes		Unknown	Yes	15 months	electric, water, sewer, heating fuel, trash removal, internet	Yes	Relocation Expenses, Late Fees, Internet	https://ac55af69-357a-440a-abb9-ecc4413924f0.filesusr.com/ugd/81e399_1754bdb40ca24f35b6148fbe355fc56c.pdf	https://www.bristolbayhousingauthority.org/forms-copy		6/21/2021	Bristol Bay Housing Authority	59.04922200000001, -158.4582368
Tribal Government	Alaska		Copper River Basin Regional Housing Authority	Copper River Basin Regional Housing Authority Emergency Rental Assistance Program	Copper River Basin Regional Housing Authority can provide emergency rental and utility assistance for those impacted by the COVID-19 pandemic who meet certain eligibility criteria.	http://www.crbrha.org/ERAP2021%20Application.pdf		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Unspecified	Eviction Notice, Past Due Rent, Past due utility, living in overcrowded conditions, delaying purchase of essential goods/service to pay for rent, relying on credit cards or payday lenders to pay for rent, depleting savings to pay for rent	Unknown	W-9/Payee Information	Unknown		Copper River Basin Regional Housing Authority	Housing/Development/Finance Authority/Corporation	$2,809,535.03	ERA Program - Treasury	Tenant	Both	12 months	12 months			Unknown		Yes		Other	Yes	12 months		Yes	Relocation Expenses, Late Fees, Uncategorized Housing Expenses	http://www.crbrha.org/ERAP2021%20Application.pdf			6/21/2021	Copper River Basin Regional Housing Authority	62.15446559999999, -145.4683721
Tribal Government	Alaska		Interior Regional Housing Authority	Interior Regional Housing Authority Emergency Rental Assistance Program	The Interior Regional Housing Authority is providing rental assistance to eligible households who have experienced hardship due to COVID-19.	https://irha.org/emergency-rental-assistance-application/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified	Eviction Notice, Past Due Rent, Living in overcrowded conditions, unsafe due to domestic violence, delaying purchase of essential goods/service to pay for rent, relying on credit cards or payday lenders to pay for rent, depleting savings to pay for rent	Unknown	W-9/Payee Information	Yes		Interior Regional Housing Authority	Housing/Development/Finance Authority/Corporation	$9,835,828.58	ERA Program - Treasury	Tenant	Both	15 months	12 months			Self-Attestation Permitted	COVID Hardship, Housing Instability	Unknown		Unknown	Yes	15 months	electric, gas, water, sewer, trash, heating costs	Unknown		https://irha.org/emergency-rental-assistance-application/			6/21/2021	Interior Regional Housing Authority	64.8228039, -147.720174
Tribal Government	Alaska		Kenaitze Indian Tribe	Kenaitze Indian Tribe Treasury Emergency Rental Assistance Program	The Kenaitze/Salamatof Tribally Designated Housing Entity has a program for qualified Alaska Native and American Indians, who have disproportionately suffered from the impacts of the COVID-19 pandemic, to provide emergency rental assistance for the payment of rent, utilities, and arrearages.	https://www.kenaitze.org/services/housing/		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified, SSN; proof of tribal membership	Eviction Notice, Past Due Rent, Past due utility, unsafe or unhealthy living situation	Unknown	W-9/Payee Information	Unknown		Kenaitze/Salamatof Tribally Designated Housing Entity	Tribal Government - Unspecified	$1,121,483.16	ERA Program - Treasury	Tenant	Both	12 months				Self-Attestation NOT Permitted		Yes	Waiting list preference in order of priority: 1. Kenaitze/Salamatof Elder - Disabled 2.  Kenaitze/Salamatof Elder 3. Kenaitze/Salamatof Member - Disabled 4. Kenaitze/Salamatof Member 5. Alaska Native 6. American Indian	Unknown	Yes	12 months		Unknown		https://www.kenaitze.org/services/housing/	https://www.kenaitze.org/wp-content/uploads/TERA-Application-2-sm.pdf		5/26/2021	Kenaitze Indian Tribe	41.11719, -104.769355
Tribal Government	Alaska		Nome Eskimo Community	Nome Eskimo Community Emergency Rental Assistance Program	Do you need temporary help to avoid displacement due to financial hardship caused by the pandemic? Low-income NEC tribal members can apply for help with: Rent & rental arrears; Utilities & home energy costs & arrears; and Other housing-related expenses caused directly or indirectly by the COVID-19 pandemic	https://www.necalaska.org/emergency-rental-assistance-program/		80% AMI or less, COVID Hardship, Proof of Residency (General), Current Lease, ID, at least one enrolled NEC member		Yes	W-9/Payee Information	No		Nome Eskimo Community	Tribal Government - Unspecified	$963,950.04	ERA Program - Treasury	Tenant	Both	12 months	12 months			Self-Attestation Permitted	COVID Hardship, Income Non-Traditional	Yes		First-come first-served	Yes	12 months	Home energy, Heating Fuel, Propane	Yes	Relocation Expenses, Late Fees, Internet, Uncategorized Housing Expenses				8/5/2021	Nome Eskimo Community	64.5013249, -165.4033601
State	Arizona			Arizona Emergency Rental Assistance Program	In response to the COVID-19 pandemic, the federal Consolidated Appropriations Act, 2021 authorized financial rent and utility relief for Arizona renters and landlords to be administered at the state and local level. Beginning on Tuesday, February 23, 2021, renters and landlords in the twelve Arizona counties listed below will be able to apply for the Emergency Rental Assistance Program (ERAP) using the online ERAP portal. Applications will be accepted through the program’s expiration on December 31, 2021 or until funding is exhausted.	https://des.az.gov/ERAP	State of Arizona, Mohave County, Pinal County, and Yavapai County	80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified, Utility Bills, if applicable; ID	Eviction Notice, Past Due Rent, Utility shutoff notice, Past due utility notice, Other evidence of unsafe or unhealthy living conditions	Yes	W-9/Payee Information, Eviction Restrictions During Covered Period AND Future Months, Rental Ledger, Must agree that tenant has not moved/ been moved, and currently resides at location	No		Arizona Department of Economic Security	Department of Housing/Community/Economic Development	$317,291,339.60	ERA Program - Treasury	Both	Both	18 months		MONTHLY: $3,500		Self-Attestation Permitted	COVID Hardship	Unknown		First-come first-served	Yes		Electricity, gas, water, sewer, and trash removal	No		https://www.lakepowelllife.com/governor-announces-rental-assistance-program/	https://www.azfamily.com/news/governor-ducey-announces-new-emergency-rental-assistance-program/article_2cf1f57c-6adb-11eb-843e-0f4d0f41c9b2.html		2/16/2021	Arizona	34.0489281, -111.0937311
City	Arizona	Chandler		Chandler Community Action Program	If you can’t pay your rent, mortgage or utility bill, we can help. If you have experienced a loss of income or have unexpected expenses and are in need of assistance, the City of Chandler has funds that can help. If you’ve previously received rent/utility assistance, you are welcome to reapply for additional funding. Please apply for assistance through AZCEND’s Community Action Program or through the Chandler Salvation Army.	https://www.chandleraz.gov/government/city-managers-office/coronavirus-disease-2019-covid-19/resident-resources/eviction-prevention-assistance		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Open to All Regardless of Citizenship Status, ID	Eviction Notice, Past Due Rent	Unknown		Unknown		AZCEND Community Action Program, Salvation Army - Chandler Rental Assistance	Non-governmental	$7,946,091.60	ERA Program - Treasury	Both	Unknown	15 months				Unknown		Yes		Unknown	Yes			Unknown		https://azcend.org/community-action-program/			4/5/2021	Chandler, Arizona	33.3061605, -111.8412502
City	Arizona	Gilbert		Gilbert Emergency Rental & Utility Assistance Program	The Gilbert Town Council voted to approve acceptance of $7.7 M in funds through the Consolidated Appropriations Act, 2021, a federal COVID-19 relief bill. These funds are to be used for Emergency Rental Assistance (ERA) services to assist Gilbert households that are unable to pay rent and utilities due to the COVID-19 pandemic and must be utilized by December 31, 2021. The $7.7M Gilbert received will be allocated to the following nonprofits to directly assist residents in need: $6,531,561 to AZCEND $1,200,000 to Save the Family	https://www.gilbertaz.gov/residents/community-and-neighborhood-services/community-resources/foreclosure-prevention-predatory-lending-information		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Open to All Regardless of Citizenship Status, ID	Eviction Notice, Past Due Rent	Unknown	W-9/Payee Information	Unknown		AZCEND and Save the Family CAP	Non-governmental	$7,731,561.00	ERA Program - Treasury	Tenant	Both	15 months				Unknown		Yes		First-come first-served	Yes	15 months	Electricity, gas, water, sewer, and trash removal	No		https://www.gilbertaz.gov/residents/community-and-neighborhood-services/community-resources/foreclosure-prevention-predatory-lending-information#:~:text=Save%20the%20Family%2DRental%20Eviction,Rental%20Assistance%20funds%20(Treasury).&text=You%20may%20drop%20off%20completed,Drive%2C%20Mesa%2C%20AZ%2085201.			3/31/2021	Gilbert , Arizona	29.4241219, -98.49362819999999
City	Arizona	Glendale		Glendale COVID-19 Emergency Rent Assistance Program	The City of Glendale Community Action Program is administering the COVID-19 Emergency Rent Assistance Program authorized and funded by the U.S. Department of the Treasury.	https://www.glendaleaz.com/cap		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Unspecified, ID	Past Due Rent, utility shutoff	Unknown	W-9/Payee Information, Eviction Restrictions, Allows tenant to adopt month-to-month lease if assistance is provided beyond lease term	No		City of Glendale Community Action Program	City/County Department - Unspecified	$7,678,833.50	ERA Program - Treasury	Both	Unknown					Unknown		Unknown		First-come first-served	Yes		electric, gas, water, sewer, and/or trash	No		https://www.azcentral.com/story/money/real-estate/2021/03/20/rental-assistance-now-available-arizona/4775535001/			3/24/2021	Glendale, Arizona	33.5386523, -112.1859866
County	Arizona	Maricopa County		Maricopa County  Emergency Rental Assistance	Maricopa County households experiencing financial hardship due to the COVID-19 Pandemic may be eligible for Emergency Rental Assistance (ERA) through the Human Services Department’s Community Services Division.	https://www.maricopa.gov/5691/Emergency-Rental-Assistance		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Open to All Regardless of Citizenship Status	Eviction Notice, Past Due Rent, Utility shutoff notice, Past due utility notice, write of restitution, judgement related to eviction, show less than 7 days of pre-paid utility remaining	Unknown	W-9/Payee Information, Waive Late Fees, Eviction Restrictions	Unknown		Maricopa County Human Services Department	Department of Social Services/Human Services	$46,208,820.70	ERA Program - Treasury	Both	Both	15 months	15 months			Self-Attestation NOT Permitted		Yes		Unknown	Yes	15 months	electric, gas, water, sewer, and/or trash	No		money/real-estate/2021/03/20/rental-assistance-now-available-arizona/4775535001/			3/22/2021	Maricopa County, Arizona	33.2917968, -112.4291464
City	Arizona	Mesa		Mesa Emergency Rental and Utility Assistance Program	The Emergency Rental and Utility Assistance Program was established in response to COVID pandemic financial impact to Mesa residents, funded through the U.S. Consolidated Appropriations Act of 2021. The program provides financial assistance to households financially impacted by COVID for rent and utility assistance to prevent eviction and homelessness.	https://www.mesaaz.gov/government/coronavirus/emergency-rental-utility-assistance-program		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease, Open to All Regardless of Citizenship Status	Eviction Notice, Past Due Rent, household member unemployed, past due utility bill, utility shut-off notice, less than 7 days of pre-paid electricity remaining on pre-paid accounty	Unknown	W-9/Payee Information	Yes	14 /10	City of Mesa	City/County Department - Unspecified	$15,760,806.00	ERA Program - Treasury	Both	Both	15 months				Self-Attestation Permitted	COVID Hardship, Income Non-Traditional	Yes		Unknown	Yes			No		https://www.mesaaz.gov/government/coronavirus/emergency-rental-utility-assistance-program	https://mesa-assist.mesaaz.gov/210036190672953	https://ktar.com/story/3978229/mesa-launches-covid-19-rent-and-utility-assistance-program/	2/11/2021	Mesa, Arizona	33.4151843, -111.8314724
City	Arizona	Phoenix		Pheonix City Emergency Rental Assistance (ERA) Program	The Mayor and members of the Phoenix City Council have approved distribution of $51 million in new federal Emergency Rental Assistance (ERA) dollars to Phoenix residents who need help making their rent payments and covering the cost of home utilities.	https://www.phoenix.gov/humanservices/rental-assistance		80% AMI or less, COVID Hardship, Housing Instability, Proof of Residency (General), Current Lease	Eviction Notice, Past Due Rent	Unknown	W-9/Payee Information	Yes		Department of Human Services	Department of Social Services/Human Services	$51,145,124.60	ERA Program - Treasury	Both	Both	12 months	12 months			Self-Attestation NOT Permitted		Yes		First-come first-served	Yes	12 months	Electricity, gas, water, sewer, and trash removal	Yes	Late Fees	https://www.azcentral.com/story/money/real-estate/2021/03/20/rental-assistance-now-available-arizona/4775535001/			3/22/2021	Phoenix, Arizona	33.4483771, -112.0740373
